ID time Y Z
1230 1188318 6 485 91
1231 1188318 7 564 91
1232 1188318 8 589 91
1233 1189318 1 362 126
1234 1189318 2 384 126
1235 1189318 3 450 126
1236 1189318 4 472 126
1237 1189318 5 538 126
1238 1189318 6 575 126
1239 1189318 7 594 126
1240 1189318 8 609 126
1241 1190818 1 307 97
1242 1190818 2 304 97
1243 1190818 3 390 97
1244 1190818 4 396 97
1245 1190818 5 434 97
1246 1190818 6 468 97
1247 1190818 7 458 97
1248 1190818 8 501 97
1249 1192318 1 296 94
1250 1192318 2 350 94
1251 1192318 3 398 94
1252 1192318 4 426 94
1253 1192318 5 480 94
1254 1192318 6 519 94
1255 1192318 7 509 94
1256 1192318 8 551 94
1257 1193318 1 323 93
1258 1193318 2 347 93
1259 1193318 3 402 93
1260 1193318 4 392 93
1261 1193318 5 465 93
1262 1193318 6 482 93
1263 1193318 7 440 93
1264 1193318 8 534 93
1265 1194818 1 329 91
1266 1194818 2 387 91
1267 1194818 3 406 91
1268 1194818 4 452 91
1269 1194818 5 463 91
1270 1194818 6 491 91
1271 1194818 7 546 91
1272 1194818 8 555 91
1273 1195318 1 320 88
1274 1195318 2 332 88
1275 1195318 3 364 88
1276 1195318 4 411 88
1277 1195318 5 440 88
1278 1195318 6 447 88
1279 1195318 7 494 88
1280 1195318 8 496 88
1281 1198318 1 321 100
1282 1198318 2 380 100
1283 1198318 3 408 100
1284 1198318 4 460 100
1285 1198318 5 482 100
1286 1198318 6 523 100
1287 1198318 7 534 100
1288 1198318 8 596 100
1289 1199318 1 316 88
1290 1199318 2 340 88
1291 1199318 3 357 88
1292 1199318 4 422 88
1293 1199318 5 425 88
1294 1199318 6 473 88
1295 1199318 7 468 88
1296 1199318 8 479 88
1297 1200818 1 314 96
1298 1200818 2 380 96
1299 1200818 3 400 96
1300 1200818 4 414 96
1301 1200818 5 482 96
1302 1200818 6 543 96
1303 1200818 7 558 96
1304 1200818 8 566 96
1305 1202818 1 328 120
1306 1202818 2 391 120
1307 1202818 3 438 120
1308 1202818 4 455 120
1309 1202818 5 506 120
1310 1202818 6 516 120
1311 1202818 7 514 120
1312 1202818 8 576 120
1313 1203318 1 320 110
1314 1203318 2 384 110
1315 1203318 3 372 110
1316 1203318 4 452 110
1317 1203318 5 460 110
1318 1203318 6 506 110
1319 1203318 7 512 110
1320 1203318 8 569 110
1321 1207818 1 323 115
1322 1207818 2 403 115
1323 1207818 3 400 115
1324 1207818 4 469 115
1325 1207818 5 503 115
1326 1207818 6 550 115
1327 1207818 7 526 115
1328 1207818 8 624 115
1329 1208818 1 329 98
1330 1208818 2 375 98
1331 1208818 3 402 98
1332 1208818 4 445 98
1333 1208818 5 472 98
1334 1208818 6 500 98
1335 1208818 7 540 98
1336 1208818 8 570 98
1337 1209818 1 347 96
1338 1209818 2 444 96
1339 1209818 3 426 96
1340 1209818 4 472 96
1341 1209818 5 512 96
1342 1209818 6 597 96
1343 1209818 7 588 96
1344 1209818 8 670 96
1345 1211318 1 365 103
1346 1211318 2 433 103
1347 1211318 3 473 103
1348 1211318 4 530 103
1349 1211318 5 538 103
1350 1211318 6 580 103
1351 1211318 7 608 103
1352 1211318 8 689 103
1353 1212818 1 342 96
1354 1212818 2 359 96
1355 1212818 3 385 96
1356 1212818 4 422 96
1357 1212818 5 456 96
1358 1212818 6 516 96
1359 1212818 7 509 96
1360 1212818 8 569 96
1361 1215818 1 318 85
1362 1215818 2 380 85
1363 1215818 3 415 85
1364 1215818 4 435 85
1365 1215818 5 477 85
1366 1215818 6 479 85
1367 1215818 7 486 85
1368 1215818 8 544 85
1369 1216318 1 302 82
1370 1216318 2 387 82
1371 1216318 3 361 82
1372 1216318 4 390 82
1373 1216318 5 395 82
1374 1216318 6 449 82
1375 1216318 7 517 82
1376 1216318 8 525 82
1377 1219818 1 331 94
1378 1219818 2 390 94
1379 1219818 3 442 94
1380 1219818 4 447 94
1381 1219818 5 484 94
1382 1219818 6 506 94
1383 1219818 7 567 94
1384 1219818 8 599 94
1385 1220818 1 329 105
1386 1220818 2 384 105
1387 1220818 3 420 105
1388 1220818 4 447 105
1389 1220818 5 506 105
1390 1220818 6 570 105
1391 1220818 7 552 105
1392 1220818 8 576 105
1393 1224318 1 333 100
1394 1224318 2 393 100
1395 1224318 3 422 100
1396 1224318 4 455 100
1397 1224318 5 523 100
1398 1224318 6 558 100
1399 1224318 7 598 100
1400 1224318 8 713 100
1401 1225318 1 304 93
1402 1225318 2 352 93
1403 1225318 3 390 93
1404 1225318 4 392 93
1405 1225318 5 424 93
1406 1225318 6 445 93
1407 1225318 7 454 93
1408 1225318 8 473 93
1409 1227318 1 283 64
1410 1227318 2 332 64
1411 1227318 3 366 64
1412 1227318 4 365 64
1413 1227318 5 416 64
1414 1227318 6 438 64
1415 1227318 7 452 64
1416 1227318 8 486 64
1417 1227818 1 306 94
1418 1227818 2 352 94
1419 1227818 3 415 94
1420 1227818 4 438 94
1421 1227818 5 477 94
1422 1227818 6 513 94
1423 1227818 7 509 94
1424 1227818 8 562 94
1425 1230318 1 307 87
1426 1230318 2 333 87
1427 1230318 3 379 87
1428 1230318 4 416 87
1429 1230318 5 469 87
1430 1230318 6 512 87
1431 1230318 7 550 87
1432 1230318 8 555 87
1433 1233318 1 349 99
1434 1233318 2 416 99
1435 1233318 3 408 99
1436 1233318 4 486 99
1437 1233318 5 495 99
1438 1233318 6 530 99
1439 1233318 7 588 99
1440 1233318 8 624 99
1441 1234818 1 349 113
1442 1234818 2 356 113
1443 1234818 3 381 113
1444 1234818 4 406 113
1445 1234818 5 402 113
1446 1234818 6 399 113
1447 1234818 7 449 113
1448 1234818 8 392 113
1449 1235818 1 314 110
1450 1235818 2 339 110
1451 1235818 3 392 110
1452 1235818 4 420 110
1453 1235818 5 470 110
1454 1235818 6 491 110
1455 1235818 7 558 110
1456 1235818 8 586 110
1457 1236318 1 326 99
1458 1236318 2 411 99
1459 1236318 3 410 99
1460 1236318 4 458 99
1461 1236318 5 487 99
1462 1236318 6 513 99
1463 1236318 7 537 99
1464 1236318 8 609 99
1465 1238318 1 327 114
1466 1238318 2 375 114
1467 1238318 3 413 114
1468 1238318 4 438 114
1469 1238318 5 472 114
1470 1238318 6 530 114
1471 1238318 7 561 114
1472 1238318 8 583 114
1473 1240819 1 290 84
1474 1240819 2 313 84
1475 1240819 3 369 84
1476 1240819 4 378 84
1477 1240819 5 415 84
1478 1240819 6 465 84
1479 1240819 7 446 84
1480 1240819 8 484 84
1481 1245819 1 319 101
1482 1245819 2 325 101
1483 1245819 3 350 101
1484 1245819 4 394 101
1485 1245819 5 399 101
1486 1245819 6 452 101
1487 1245819 7 440 101
1488 1245819 8 479 101
1489 1248319 1 310 92
1490 1248319 2 316 92
1491 1248319 3 374 92
1492 1248319 4 392 92
1493 1248319 5 434 92
1494 1248319 6 440 92
1495 1248319 7 493 92
1496 1248319 8 506 92
1497 1254319 1 335 101
1498 1254319 2 380 101
1499 1254319 3 392 101
1500 1254319 4 463 101
1501 1254319 5 492 101
1502 1254319 6 506 101
1503 1254319 7 555 101
1504 1254319 8 596 101
1505 1255319 1 317 113
1506 1255319 2 389 113
1507 1255319 3 442 113
1508 1255319 4 475 113
1509 1255319 5 538 113
1510 1255319 6 547 113
1511 1255319 7 579 113
1512 1255319 8 637 113
1513 1263319 1 376 97
1514 1263319 2 386 97
1515 1263319 3 390 97
1516 1263319 4 447 97
1517 1263319 5 492 97
1518 1263319 6 510 97
1519 1263319 7 588 97
1520 1263319 8 579 97
1521 1266319 1 323 93
1522 1266319 2 348 93
1523 1266319 3 385 93
1524 1266319 4 424 93
1525 1266319 5 467 93
1526 1266319 6 485 93
1527 1266319 7 512 93
1528 1266319 8 555 93
1529 1267319 1 362 99
1530 1267319 2 398 99
1531 1267319 3 415 99
1532 1267319 4 460 99
1533 1267319 5 480 99
1534 1267319 6 497 99
1535 1267319 7 570 99
1536 1267319 8 655 99
1537 1267819 1 331 111
1538 1267819 2 396 111
1539 1267819 3 455 111
1540 1267819 4 516 111
1541 1267819 5 538 111
1542 1267819 6 591 111
1543 1267819 7 601 111
1544 1267819 8 628 111
1545 1269319 1 340 91
1546 1269319 2 348 91
1547 1269319 3 362 91
1548 1269319 4 408 91
1549 1269319 5 438 91
1550 1269319 6 457 91
1551 1269319 7 512 91
1552 1269319 8 544 91
1553 1271319 1 336 113
1554 1271319 2 395 113
1555 1271319 3 398 113
1556 1271319 4 478 113
1557 1271319 5 519 113
1558 1271319 6 585 113
1559 1271319 7 579 113
1560 1271319 8 602 113
1561 1274319 1 326 106
1562 1274319 2 362 106
1563 1274319 3 356 106
1564 1274319 4 433 106
1565 1274319 5 467 106
1566 1274319 6 468 106
1567 1274319 7 496 106
1568 1274319 8 521 106
1569 1274819 1 307 98
1570 1274819 2 360 98
1571 1274819 3 392 98
1572 1274819 4 394 98
1573 1274819 5 475 98
1574 1274819 6 485 98
1575 1274819 7 526 98
1576 1274819 8 586 98
1577 1276319 1 331 106
1578 1276319 2 379 106
1579 1276319 3 422 106
1580 1276319 4 426 106
1581 1276319 5 487 106
1582 1276319 6 479 106
1583 1276319 7 509 106
1584 1276319 8 548 106
1585 1282819 1 323 77
1586 1282819 2 360 77
1587 1282819 3 372 77
1588 1282819 4 438 77
1589 1282819 5 482 77
1590 1282819 6 473 77
1591 1282819 7 509 77
1592 1282819 8 510 77
1593 1283319 1 342 96
1594 1283319 2 387 96
1595 1283319 3 413 96
1596 1283319 4 463 96
1597 1283319 5 490 96
1598 1283319 6 503 96
1599 1283319 7 570 96
1600 1283319 8 579 96
1601 1283819 1 372 109
1602 1283819 2 398 109
1603 1283819 3 455 109
1604 1283819 4 499 109
1605 1283819 5 577 109
1606 1283819 6 585 109
1607 1283819 7 604 109
1608 1283819 8 643 109
1609 1284819 1 359 111
1610 1284819 2 414 111
1611 1284819 3 481 111
1612 1284819 4 478 111
1613 1284819 5 559 111
1614 1284819 6 597 111
1615 1284819 7 621 111
1616 1284819 8 624 111
1617 1285319 1 340 114
1618 1285319 2 377 114
1619 1285319 3 406 114
1620 1285319 4 452 114
1621 1285319 5 523 114
1622 1285319 6 554 114
1623 1285319 7 555 114
1624 1285319 8 599 114
1625 1285819 1 372 135
1626 1285819 2 401 135
1627 1285819 3 413 135
1628 1285819 4 463 135
1629 1285819 5 528 135
1630 1285819 6 550 135
1631 1285819 7 558 135
1632 1285819 8 602 135
1633 1286319 1 326 117
1634 1286319 2 381 117
1635 1286319 3 424 117
1636 1286319 4 486 117
1637 1286319 5 523 117
1638 1286319 6 580 117
1639 1286319 7 631 117
1640 1286319 8 728 117
1641 1286819 1 342 109
1642 1286819 2 369 109
1643 1286819 3 429 109
1644 1286819 4 463 109
1645 1286819 5 482 109
1646 1286819 6 540 109
1647 1286819 7 552 109
1648 1286819 8 620 109
1649 1289319 1 362 132
1650 1289319 2 456 132
1651 1289319 3 481 132
1652 1289319 4 522 132
1653 1289319 5 601 132
1654 1289319 6 662 132
1655 1289319 7 724 132
1656 1289319 8 713 132
1657 1290819 1 351 116
1658 1290819 2 395 116
1659 1290819 3 422 116
1660 1290819 4 509 116
1661 1290819 5 538 116
1662 1290819 6 562 116
1663 1290819 7 576 116
1664 1290819 8 593 116
1665 1291319 1 349 120
1666 1291319 2 411 120
1667 1291319 3 432 120
1668 1291319 4 440 120
1669 1291319 5 487 120
1670 1291319 6 585 120
1671 1291319 7 604 120
1672 1291319 8 628 120
1673 1291819 1 342 92
1674 1291819 2 371 92
1675 1291819 3 400 92
1676 1291819 4 435 92
1677 1291819 5 490 92
1678 1291819 6 468 92
1679 1291819 7 489 92
1680 1291819 8 555 92
1681 1292819 1 356 109
1682 1292819 2 399 109
1683 1292819 3 435 109
1684 1292819 4 509 109
1685 1292819 5 538 109
1686 1292819 6 580 109
1687 1292819 7 604 109
1688 1292819 8 662 109
1689 1293319 1 313 113
1690 1293319 2 374 113
1691 1293319 3 429 113
1692 1293319 4 460 113
1693 1293319 5 519 113
1694 1293319 6 543 113
1695 1293319 7 564 113
1696 1293319 8 624 113
1697 1293819 1 333 98
1698 1293819 2 360 98
1699 1293819 3 435 98
1700 1293819 4 469 98
1701 1293819 5 551 98
1702 1293819 6 554 98
1703 1293819 7 534 98
1704 1293819 8 576 98
1705 1294319 1 327 129
1706 1294319 2 421 129
1707 1294319 3 446 129
1708 1294319 4 490 129
1709 1294319 5 544 129
1710 1294319 6 585 129
1711 1294319 7 637 129
1712 1294319 8 662 129
1713 1295319 1 354 120
1714 1295319 2 398 120
1715 1295319 3 426 120
1716 1295319 4 472 120
1717 1295319 5 475 120
1718 1295319 6 562 120
1719 1295319 7 591 120
1720 1295319 8 602 120
1721 1297820 1 320 125
1722 1297820 2 389 125
1723 1297820 3 420 125
1724 1297820 4 455 125
1725 1297820 5 500 125
1726 1297820 6 513 125
1727 1297820 7 573 125
1728 1297820 8 632 125
1729 1300820 1 300 105
1730 1300820 2 369 105
1731 1300820 3 392 105
1732 1300820 4 433 105
1733 1300820 5 495 105
1734 1300820 6 523 105
1735 1300820 7 514 105
1736 1300820 8 593 105
1737 1301320 1 310 97
1738 1301320 2 334 97
1739 1301320 3 376 97
1740 1301320 4 414 97
1741 1301320 5 436 97
1742 1301320 6 497 97
1743 1301320 7 526 97
1744 1301320 8 479 97
1745 1305820 1 310 98
1746 1305820 2 349 98
1747 1305820 3 396 98
1748 1305820 4 426 98
1749 1305820 5 458 98
1750 1305820 6 510 98
1751 1305820 7 512 98
1752 1305820 8 484 98
1753 1306320 1 324 112
1754 1306320 2 456 112
1755 1306320 3 429 112
1756 1306320 4 482 112
1757 1306320 5 516 112
1758 1306320 6 562 112
1759 1306320 7 601 112
1760 1306320 8 616 112
1761 1309820 1 351 117
1762 1309820 2 427 117
1763 1309820 3 432 117
1764 1309820 4 530 117
1765 1309820 5 559 117
1766 1309820 6 619 117
1767 1309820 7 621 117
1768 1309820 8 662 117
1769 1313320 1 338 116
1770 1313320 2 395 116
1771 1313320 3 417 116
1772 1313320 4 463 116
1773 1313320 5 512 116
1774 1313320 6 543 116
1775 1313320 7 555 116
1776 1313320 8 602 116
1777 1314320 1 336 105
1778 1314320 2 440 105
1779 1314320 3 424 105
1780 1314320 4 516 105
1781 1314320 5 519 105
1782 1314320 6 526 105
1783 1314320 7 567 105
1784 1314320 8 548 105
1785 1316820 1 307 90
1786 1316820 2 341 90
1787 1316820 3 369 90
1788 1316820 4 420 90
1789 1316820 5 441 90
1790 1316820 6 462 90
1791 1316820 7 512 90
1792 1316820 8 514 90
1793 1318820 1 354 113
1794 1318820 2 389 113
1795 1318820 3 420 113
1796 1318820 4 455 113
1797 1318820 5 533 113
1798 1318820 6 580 113
1799 1318820 7 573 113
1800 1318820 8 602 113
1801 1322320 1 354 104
1802 1322320 2 375 104
1803 1322320 3 424 104
1804 1322320 4 438 104
1805 1322320 5 512 104
1806 1322320 6 530 104
1807 1322320 7 594 104
1808 1322320 8 593 104
1809 1323820 1 354 97
1810 1323820 2 379 97
1811 1323820 3 402 97
1812 1323820 4 426 97
1813 1323820 5 456 97
1814 1323820 6 519 97
1815 1323820 7 526 97
1816 1323820 8 579 97
1817 1326320 1 359 132
1818 1326320 2 367 132
1819 1326320 3 422 132
1820 1326320 4 458 132
1821 1326320 5 492 132
1822 1326320 6 611 132
1823 1326320 7 621 132
1824 1326320 8 655 132
1825 1330821 1 304 88
1826 1330821 2 363 88
1827 1330821 3 372 88
1828 1330821 4 424 88
1829 1330821 5 438 88
1830 1330821 6 488 88
1831 1330821 7 517 88
1832 1330821 8 562 88
1833 1335321 1 362 124
1834 1335321 2 387 124
1835 1335321 3 420 124
1836 1335321 4 440 124
1837 1335321 5 472 124
1838 1335321 6 526 124
1839 1335321 7 588 124
1840 1335321 8 599 124
1841 1337821 1 372 109
1842 1337821 2 405 109
1843 1337821 3 420 109
1844 1337821 4 458 109
1845 1337821 5 512 109
1846 1337821 6 533 109
1847 1337821 7 601 109
1848 1337821 8 613 109
1849 1339821 1 365 121
1850 1339821 2 409 121
1851 1339821 3 460 121
1852 1339821 4 538 121
1853 1339821 5 533 121
1854 1339821 6 585 121
1855 1339821 7 670 121
1856 1339821 8 728 121
1857 1340821 1 383 113
1858 1340821 2 427 113
1859 1340821 3 422 113
1860 1340821 4 509 113
1861 1340821 5 588 113
1862 1340821 6 540 113
1863 1340821 7 616 113
1864 1340821 8 637 113
1865 1341821 1 365 123
1866 1341821 2 409 123
1867 1341821 3 473 123
1868 1341821 4 478 123
1869 1341821 5 588 123
1870 1341821 6 638 123
1871 1341821 7 693 123
1872 1341821 8 662 123
1873 1342821 1 342 104
1874 1342821 2 381 104
1875 1342821 3 426 104
1876 1342821 4 458 104
1877 1342821 5 484 104
1878 1342821 6 516 104
1879 1342821 7 540 104
1880 1342821 8 562 104
1881 1350821 1 342 127
1882 1350821 2 403 127
1883 1350821 3 455 127
1884 1350821 4 452 127
1885 1350821 5 538 127
1886 1350821 6 591 127
1887 1350821 7 651 127
1888 1350821 8 679 127
1889 1352821 1 285 91
1890 1352821 2 374 91
1891 1352821 3 408 91
1892 1352821 4 460 91
1893 1352821 5 463 91
1894 1352821 6 510 91
1895 1352821 7 534 91
1896 1352821 8 551 91
1897 1354821 1 310 114
1898 1354821 2 403 114
1899 1354821 3 422 114
1900 1354821 4 466 114
1901 1354821 5 516 114
1902 1354821 6 533 114
1903 1354821 7 608 114
1904 1354821 8 632 114
1905 1355321 1 392 134
1906 1355321 2 430 134
1907 1355321 3 490 134
1908 1355321 4 530 134
1909 1355321 5 588 134
1910 1355321 6 662 134
1911 1355321 7 681 134
1912 1355321 8 744 134
1913 1355821 1 299 94
1914 1355821 2 337 94
1915 1355821 3 356 94
1916 1355821 4 371 94
1917 1355821 5 383 94
1918 1355821 6 425 94
1919 1355821 7 454 94
1920 1355821 8 440 94
1921 1357821 1 351 122
1922 1357821 2 396 122
1923 1357821 3 420 122
1924 1357821 4 404 122
1925 1357821 5 497 122
1926 1357821 6 540 122
1927 1357821 7 576 122
1928 1357821 8 534 122
1929 1358321 1 359 131
1930 1358321 2 382 131
1931 1358321 3 442 131
1932 1358321 4 504 131
1933 1358321 5 577 131
1934 1358321 6 533 131
1935 1358321 7 631 131
1936 1358321 8 689 131
1937 1359821 1 306 101
1938 1359821 2 350 101
1939 1359821 3 387 101
1940 1359821 4 400 101
1941 1359821 5 418 101
1942 1359821 6 471 101
1943 1359821 7 482 101
1944 1359821 8 562 101
1945 1360821 1 295 106
1946 1360821 2 364 106
1947 1360821 3 411 106
1948 1360821 4 478 106
1949 1360821 5 472 106
1950 1360821 6 510 106
1951 1360821 7 561 106
1952 1360821 8 613 106
1953 1361821 1 298 110
1954 1361821 2 369 110
1955 1361821 3 432 110
1956 1361821 4 450 110
1957 1361821 5 528 110
1958 1361821 6 562 110
1959 1361821 7 567 110
1960 1361821 8 655 110
1961 1363821 1 372 145
1962 1363821 2 430 145
1963 1363821 3 490 145
1964 1363821 4 569 145
1965 1363821 5 551 145
1966 1363821 6 603 145
1967 1363821 7 651 145
1968 1363821 8 728 145
1969 1366321 1 315 97
1970 1366321 2 379 97
1971 1366321 3 432 97
1972 1366321 4 433 97
1973 1366321 5 482 97
1974 1366321 6 485 97
1975 1366321 7 503 97
1976 1366321 8 555 97
1977 1369821 1 328 91
1978 1369821 2 363 91
1979 1369821 3 359 91
1980 1369821 4 404 91
1981 1369821 5 432 91
1982 1369821 6 482 91
1983 1369821 7 549 91
1984 1369821 8 551 91
1985 1371821 1 362 110
1986 1371821 2 433 110
1987 1371821 3 460 110
1988 1371821 4 494 110
1989 1371821 5 601 110
1990 1371821 6 575 110
1991 1371821 7 612 110
1992 1371821 8 713 110
1993 1372321 1 320 93
1994 1372321 2 390 93
1995 1372321 3 381 93
1996 1372321 4 398 93
1997 1372321 5 467 93
1998 1372321 6 485 93
1999 1372321 7 514 93
2000 1372321 8 566 93
2001 1374821 1 311 83
2002 1374821 2 324 83
2003 1374821 3 343 83
2004 1374821 4 408 83
2005 1374821 5 387 83
2006 1374821 6 446 83
2007 1374821 7 433 83
2008 1374821 8 501 83
2009 1375321 1 383 123
2010 1375321 2 355 123
2011 1375321 3 402 123
2012 1375321 4 442 123
2013 1375321 5 470 123
2014 1375321 6 485 123
2015 1375321 7 573 123
2016 1375321 8 602 123
2017 1375821 1 368 105
2018 1375821 2 398 105
2019 1375821 3 438 105
2020 1375821 4 458 105
2021 1375821 5 490 105
2022 1375821 6 503 105
2023 1375821 7 588 105
2024 1375821 8 609 105
2025 1379821 1 356 109
2026 1379821 2 389 109
2027 1379821 3 410 109
2028 1379821 4 428 109
2029 1379821 5 467 109
2030 1379821 6 503 109
2031 1379821 7 546 109
2032 1379821 8 593 109
2033 1380321 1 270 99
2034 1380321 2 302 99
2035 1380321 3 361 99
2036 1380321 4 392 99
2037 1380321 5 418 99
2038 1380321 6 473 99
2039 1380321 7 496 99
2040 1380321 8 573 99
2041 1382821 1 340 100
2042 1382821 2 314 100
2043 1382821 3 379 100
2044 1382821 4 406 100
2045 1382821 5 436 100
2046 1382821 6 497 100
2047 1382821 7 514 100
2048 1382821 8 521 100
2049 1383821 1 354 110
2050 1383821 2 427 110
2051 1383821 3 438 110
2052 1383821 4 447 110
2053 1383821 5 490 110
2054 1383821 6 554 110
2055 1383821 7 576 110
2056 1383821 8 624 110
2057 1387817 1 335 113
2058 1387817 2 411 113
2059 1387817 3 415 113
2060 1387817 4 499 113
2061 1387817 5 533 113
2062 1387817 6 550 113
2063 1387817 7 570 113
2064 1387817 8 655 113
2065 1388810 1 349 102
2066 1388810 2 385 102
2067 1388810 3 390 102
2068 1388810 4 422 102
2069 1388810 5 465 102
2070 1388810 6 473 102
2071 1388810 7 534 102
2072 1388810 8 514 102
2073 6294313 1 295 90
2074 6294313 2 393 90
2075 6294313 3 378 90
2076 6294313 4 422 90
2077 6294313 5 428 90
2078 6294313 6 457 90
2079 6294313 7 523 90
2080 6294313 8 521 90
2081 6297813 1 362 111
2082 6297813 2 416 111
2083 6297813 3 450 111
2084 6297813 4 499 111
2085 6297813 5 615 111
2086 6297813 6 603 111
2087 6297813 7 693 111
2088 6297813 8 670 111
2089 6480820 1 328 118
2090 6480820 2 401 118
2091 6480820 3 455 118
2092 6480820 4 486 118
2093 6480820 5 559 118
2094 6480820 6 591 118
2095 6480820 7 604 118
2096 6480820 8 662 118
2097 6481820 1 333 98
2098 6481820 2 418 98
2099 6481820 3 435 98
2100 6481820 4 450 98
2101 6481820 5 482 98
2102 6481820 6 479 98
2103 6481820 7 552 98
2104 6481820 8 562 98
2105 6482820 1 383 118
2106 6482820 2 440 118
2107 6482820 3 460 118
2108 6482820 4 499 118
2109 6482820 5 519 118
2110 6482820 6 611 118
2111 6482820 7 621 118
2112 6482820 8 643 118
2113 6640319 1 308 100
2114 6640319 2 375 100
2115 6640319 3 387 100
2116 6640319 4 455 100
2117 6640319 5 482 100
2118 6640319 6 488 100
2119 6640319 7 537 100
2120 6640319 8 559 100
2121 6704312 1 333 102
2122 6704312 2 399 102
2123 6704312 3 446 102
2124 6704312 4 442 102
2125 6704312 5 519 102
2126 6704312 6 523 102
2127 6704312 7 591 102
2128 6704312 8 616 102
2129 6723321 1 338 110
2130 6723321 2 418 110
2131 6723321 3 473 110
2132 6723321 4 522 110
2133 6723321 5 601 110
2134 6723321 6 619 110
2135 6723321 7 670 110
2136 6723321 8 689 110
2137 6739321 1 340 108
2138 6739321 2 374 108
2139 6739321 3 411 108
2140 6739321 4 396 108
2141 6739321 5 456 108
2142 6739321 6 485 108
2143 6739321 7 503 108
2144 6739321 8 555 108
2145 7003816 1 311 82
2146 7003816 2 325 82
2147 7003816 3 362 82
2148 7003816 4 357 82
2149 7003816 5 382 82
2150 7003816 6 394 82
2151 7003816 7 463 82
2152 7003816 8 464 82
2153 7005316 1 335 82
2154 7005316 2 352 82
2155 7005316 3 387 82
2156 7005316 4 445 82
2157 7005316 5 472 82
2158 7005316 6 503 82
2159 7005316 7 526 82
2160 7005316 8 569 82
2161 7005816 1 359 76
2162 7005816 2 375 76
2163 7005816 3 359 76
2164 7005816 4 353 76
2165 7005816 5 366 76
2166 7005816 6 410 76
2167 7005816 7 433 76
2168 7005816 8 464 76
2169 7046311 1 316 92
2170 7046311 2 364 92
2171 7046311 3 404 92
2172 7046311 4 428 92
2173 7046311 5 458 92
2174 7046311 6 479 92
2175 7046311 7 514 92
2176 7046311 8 544 92
2177 7077315 1 322 114
2178 7077315 2 357 114
2179 7077315 3 402 114
2180 7077315 4 463 114
2181 7077315 5 463 114
2182 7077315 6 513 114
2183 7077315 7 526 114
2184 7077315 8 576 114
2185 7224814 1 315 117
2186 7224814 2 364 117
2187 7224814 3 402 117
2188 7224814 4 428 117
2189 7224814 5 470 117
2190 7224814 6 523 117
2191 7224814 7 503 117
2192 7224814 8 573 117
2193 10136321 1 335 123
2194 10136321 2 440 123
2195 10136321 3 424 123
2196 10136321 4 490 123
2197 10136321 5 516 123
2198 10136321 6 591 123
2199 10136321 7 681 123
2200 10136321 8 689 123
2201 11089315 1 308 107
2202 11089315 2 389 107
2203 11089315 3 432 107
2204 11089315 4 458 107
2205 11089315 5 516 107
2206 11089315 6 554 107
2207 11089315 7 585 107
2208 11089315 8 606 107
2209 11090821 1 335 93
2210 11090821 2 361 93
2211 11090821 3 398 93
2212 11090821 4 486 93
2213 11090821 5 484 93
2214 11090821 6 510 93
2215 11090821 7 531 93
2216 11090821 8 579 93
