ID time Y Z
895 959814 7 555 95
896 959814 8 576 95
897 961314 1 333 103
898 961314 2 416 103
899 961314 3 420 103
900 961314 4 438 103
901 961314 5 499 103
902 961314 6 509 103
903 961314 7 543 103
904 961314 8 531 103
905 962814 1 327 90
906 962814 2 399 90
907 962814 3 422 90
908 962814 4 435 90
909 962814 5 495 90
910 962814 6 506 90
911 962814 7 512 90
912 962814 8 589 90
913 966814 1 392 122
914 966814 2 440 122
915 966814 3 481 122
916 966814 4 548 122
917 966814 5 551 122
918 966814 6 585 122
919 966814 7 621 122
920 966814 8 662 122
921 968814 1 313 83
922 968814 2 335 83
923 968814 3 357 83
924 968814 4 410 83
925 968814 5 406 83
926 968814 6 443 83
927 968814 7 433 83
928 968814 8 469 83
929 969314 1 308 106
930 969314 2 337 106
931 969314 3 381 106
932 969314 4 422 106
933 969314 5 443 106
934 969314 6 462 106
935 969314 7 493 106
936 969314 8 510 106
937 970314 1 333 111
938 970314 2 433 111
939 970314 3 432 111
940 970314 4 548 111
941 970314 5 577 111
942 970314 6 540 111
943 970314 7 637 111
944 970314 8 648 111
945 972814 1 301 91
946 972814 2 372 91
947 972814 3 394 91
948 972814 4 442 91
949 972814 5 480 91
950 972814 6 506 91
951 972814 7 552 91
952 972814 8 586 91
953 975814 1 331 106
954 975814 2 437 106
955 975814 3 473 106
956 975814 4 548 106
957 975814 5 512 106
958 975814 6 558 106
959 975814 7 594 106
960 975814 8 632 106
961 980814 1 302 91
962 980814 2 343 91
963 980814 3 371 91
964 980814 4 385 91
965 980814 5 412 91
966 980814 6 443 91
967 980814 7 531 91
968 980814 8 501 91
969 981815 1 372 134
970 981815 2 421 134
971 981815 3 446 134
972 981815 4 490 134
973 981815 5 544 134
974 981815 6 570 134
975 981815 7 616 134
976 981815 8 679 134
977 982815 1 335 126
978 982815 2 386 126
979 982815 3 442 126
980 982815 4 509 126
981 982815 5 544 126
982 982815 6 580 126
983 982815 7 601 126
984 982815 8 701 126
985 985815 1 335 104
986 985815 2 377 104
987 985815 3 396 104
988 985815 4 428 104
989 985815 5 487 104
990 985815 6 503 104
991 985815 7 549 104
992 985815 8 599 104
993 993815 1 330 100
994 993815 2 365 100
995 993815 3 406 100
996 993815 4 450 100
997 993815 5 480 100
998 993815 6 506 100
999 993815 7 506 100
1000 993815 8 569 100
1001 994815 1 326 117
1002 994815 2 398 117
1003 994815 3 446 117
1004 994815 4 494 117
1005 994815 5 516 117
1006 994815 6 570 117
1007 994815 7 616 117
1008 994815 8 628 117
1009 996815 1 380 114
1010 996815 2 456 114
1011 996815 3 446 114
1012 996815 4 463 114
1013 996815 5 544 114
1014 996815 6 554 114
1015 996815 7 626 114
1016 996815 8 643 114
1017 1000815 1 338 113
1018 1000815 2 367 113
1019 1000815 3 415 113
1020 1000815 4 466 113
1021 1000815 5 465 113
1022 1000815 6 506 113
1023 1000815 7 579 113
1024 1000815 8 689 113
1025 1002815 1 292 135
1026 1002815 2 403 135
1027 1002815 3 460 135
1028 1002815 4 516 135
1029 1002815 5 588 135
1030 1002815 6 603 135
1031 1002815 7 724 135
1032 1002815 8 762 135
1033 1013315 1 320 110
1034 1013315 2 377 110
1035 1013315 3 426 110
1036 1013315 4 447 110
1037 1013315 5 497 110
1038 1013315 6 540 110
1039 1013315 7 582 110
1040 1013315 8 609 110
1041 1023815 1 351 141
1042 1023815 2 444 141
1043 1023815 3 446 141
1044 1023815 4 522 141
1045 1023815 5 538 141
1046 1023815 6 570 141
1047 1023815 7 651 141
1048 1023815 8 643 141
1049 1024815 1 344 139
1050 1024815 2 430 139
1051 1024815 3 460 139
1052 1024815 4 538 139
1053 1024815 5 538 139
1054 1024815 6 566 139
1055 1024815 7 670 139
1056 1024815 8 679 139
1057 1028815 1 321 104
1058 1028815 2 386 104
1059 1028815 3 411 104
1060 1028815 4 458 104
1061 1028815 5 492 104
1062 1028815 6 516 104
1063 1028815 7 549 104
1064 1028815 8 589 104
1065 1030815 1 330 113
1066 1030815 2 437 113
1067 1030815 3 450 113
1068 1030815 4 516 113
1069 1030815 5 559 113
1070 1030815 6 603 113
1071 1030815 7 616 113
1072 1030815 8 713 113
1073 1031315 1 362 119
1074 1031315 2 391 119
1075 1031315 3 455 119
1076 1031315 4 516 119
1077 1031315 5 533 119
1078 1031315 6 575 119
1079 1031315 7 631 119
1080 1031315 8 637 119
1081 1031815 1 321 107
1082 1031815 2 387 107
1083 1031815 3 415 107
1084 1031815 4 482 107
1085 1031815 5 490 107
1086 1031815 6 558 107
1087 1031815 7 579 107
1088 1031815 8 589 107
1089 1039817 1 312 100
1090 1039817 2 348 100
1091 1039817 3 426 100
1092 1039817 4 442 100
1093 1039817 5 458 100
1094 1039817 6 513 100
1095 1039817 7 520 100
1096 1039817 8 529 100
1097 1046317 1 304 110
1098 1046317 2 370 110
1099 1046317 3 446 110
1100 1046317 4 438 110
1101 1046317 5 470 110
1102 1046317 6 516 110
1103 1046317 7 531 110
1104 1046317 8 616 110
1105 1046817 1 311 94
1106 1046817 2 357 94
1107 1046817 3 398 94
1108 1046817 4 442 94
1109 1046817 5 480 94
1110 1046817 6 494 94
1111 1046817 7 537 94
1112 1046817 8 559 94
1113 1047817 1 330 109
1114 1047817 2 389 109
1115 1047817 3 400 109
1116 1047817 4 438 109
1117 1047817 5 477 109
1118 1047817 6 488 109
1119 1047817 7 534 109
1120 1047817 8 555 109
1121 1054817 1 320 120
1122 1054817 2 374 120
1123 1054817 3 481 120
1124 1054817 4 460 120
1125 1054817 5 523 120
1126 1054817 6 566 120
1127 1054817 7 594 120
1128 1054817 8 632 120
1129 1055317 1 311 96
1130 1055317 2 389 96
1131 1055317 3 417 96
1132 1055317 4 440 96
1133 1055317 5 480 96
1134 1055317 6 503 96
1135 1055317 7 573 96
1136 1055317 8 579 96
1137 1161318 1 290 88
1138 1161318 2 342 88
1139 1161318 3 367 88
1140 1161318 4 408 88
1141 1161318 5 416 88
1142 1161318 6 436 88
1143 1161318 7 462 88
1144 1161318 8 489 88
1145 1162318 1 306 103
1146 1162318 2 364 103
1147 1162318 3 417 103
1148 1162318 4 435 103
1149 1162318 5 465 103
1150 1162318 6 494 103
1151 1162318 7 546 103
1152 1162318 8 606 103
1153 1166818 1 329 105
1154 1166818 2 375 105
1155 1166818 3 422 105
1156 1166818 4 445 105
1157 1166818 5 512 105
1158 1166818 6 513 105
1159 1166818 7 531 105
1160 1166818 8 596 105
1161 1167818 1 305 111
1162 1167818 2 374 111
1163 1167818 3 410 111
1164 1167818 4 490 111
1165 1167818 5 495 111
1166 1167818 6 580 111
1167 1167818 7 598 111
1168 1167818 8 599 111
1169 1168818 1 347 124
1170 1168818 2 416 124
1171 1168818 3 426 124
1172 1168818 4 469 124
1173 1168818 5 528 124
1174 1168818 6 554 124
1175 1168818 7 594 124
1176 1168818 8 628 124
1177 1169318 1 305 105
1178 1169318 2 330 105
1179 1169318 3 398 105
1180 1169318 4 442 105
1181 1169318 5 465 105
1182 1169318 6 468 105
1183 1169318 7 520 105
1184 1169318 8 559 105
1185 1174818 1 359 81
1186 1174818 2 380 81
1187 1174818 3 376 81
1188 1174818 4 400 81
1189 1174818 5 456 81
1190 1174818 6 491 81
1191 1174818 7 496 81
1192 1174818 8 548 81
1193 1178818 1 372 92
1194 1178818 2 393 92
1195 1178818 3 400 92
1196 1178818 4 424 92
1197 1178818 5 465 92
1198 1178818 6 503 92
1199 1178818 7 591 92
1200 1178818 8 624 92
1201 1180318 1 347 103
1202 1180318 2 424 103
1203 1180318 3 450 103
1204 1180318 4 490 103
1205 1180318 5 538 103
1206 1180318 6 591 103
1207 1180318 7 637 103
1208 1180318 8 648 103
1209 1181318 1 362 108
1210 1181318 2 384 108
1211 1181318 3 389 108
1212 1181318 4 435 108
1213 1181318 5 460 108
1214 1181318 6 506 108
1215 1181318 7 514 108
1216 1181318 8 583 108
1217 1187318 1 356 99
1218 1187318 2 382 99
1219 1187318 3 411 99
1220 1187318 4 420 99
1221 1187318 5 451 99
1222 1187318 6 449 99
1223 1187318 7 514 99
1224 1187318 8 573 99
1225 1188318 1 323 91
1226 1188318 2 375 91
1227 1188318 3 359 91
1228 1188318 4 431 91
1229 1188318 5 463 91
